parlamentarier_anzeige_name	parlamentarier_id	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei_de	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	zutrittsberechtigung_id	zutrittsberechtigung_funktion	zutrittsberechtigung_funktion_fr	zutrittsberechtigung_von	zutrittsberechtigung_bis	person_id	person_nachname	person_vorname	person_zweiter_vorname	person_namensunterscheidung	person_beschreibung_de	person_beschreibung_fr	person_beruf	person_beruf_fr	person_beruf_interessengruppe_id	person_partei_id	person_geschlecht	person_arbeitssprache	person_homepage	person_twitter_name	person_linkedin_profil_url	person_xing_profil_name	person_facebook_name
"Paganini, Nicolo"	333	"NR"	"SG"	"M"	"M-E"	"Del A-V, GK-V, GPK-NR, UREK-NR"	2018-03-12		"M"	1966-06-08	4222	3123	"de"	"de"	1290	"Persönliche/r Mitarbeiter/in"		2021-09-03		961	"Tschirky"	"Céline"	"Beatrice"		"Persönliche/r Mitarbeiter/in"	"Collaborateur(rice) personnel(le)"	"Studentin Volkswirtschaft"	"étudiante économie"	60		"F"	"de"			"https://www.linkedin.com/in/céline-tschirky-91154614b/"		"celine.tschirky.7"
"Page, Pierre-André"	299	"NR"	"FR"	"SVP"	"V"	"BeK-V, Del F-V, IK-NR, UREK-NR"	2015-11-30		"M"	1960-04-19	4169	3090	"fr"	"fr"	765	"CCIF du canton de Fribourg"	"Invité"	2016-09-19		617	"Jenny"	"René"					"Präsident Handels- und Industriekammer Freiburg"	"Président Chambre de commerce et d'industrie de Fribourg"	1		"M"	"de"			"https://ch.linkedin.com/in/rjenny"		
"Page, Pierre-André"	299	"NR"	"FR"	"SVP"	"V"	"BeK-V, Del F-V, IK-NR, UREK-NR"	2015-11-30		"M"	1960-04-19	4169	3090	"fr"	"fr"	1096	"Invité(e)"		2019-12-05		836	"Neuhaus"	"Christian"			"Invité(e)"		"Delegierter der Direktion und Mediensprecher Swisscom Romandie"	"Délégué de la direction et porte-parole de Swisscom Suisse romande"	47		"M"	"fr"		"christianeuhaus"	"https://www.linkedin.com/in/chneuhaus/"	"Christian_Neuhaus3"	
"Pasquier-Eichenberger, Isabelle"	408	"NR"	"GE"	"Grüne"	"G"	"GPK-NR, KVF-NR"	2019-12-02		"F"	1973-03-17	4308	3204	"fr"	"fr"	1234	"Initiative des Alpes"		2020-08-30		916	"Kaiser"	"Floriane"			"Alpeninitiative"	"Initiative des Alpes"	"Politik und Kommunikation, Romandie"	"Politique et communication, Romandie"	93		"F"	"fr"			"https://www.linkedin.com/in/floriane-kaiser-5bb016100/"		
"Pfister, Gerhard"	166	"NR"	"ZG"	"M"	"M-E"	"APK-NR, Del D-V, IK-NR, SPK-NR"	2003-12-01		"M"	1962-10-01	1109	2623	"de"	"de"	1154	"Gast"		2020-02-09		195	"Studerus"	"Konrad"					"Pensionär"		30	7	"M"	"de"			"https://www.linkedin.com/in/konrad-studerus-a6aa2b23"	"Konrad_Studerus"	"konrad.studerus"
"Pfister, Gerhard"	166	"NR"	"ZG"	"M"	"M-E"	"APK-NR, Del D-V, IK-NR, SPK-NR"	2003-12-01		"M"	1962-10-01	1109	2623	"de"	"de"	1155	"Gast"		2020-02-09		864	"Locher"	"Gottfried"			"Gast"		"Präsident der Evangelisch-reformierten Kirche Schweiz"	"Président de l'Église évangélique réformée de Suisse"	103		"M"	"de"		"GottfriedLocher"			
"Piller Carrard, Valérie"	168	"NR"	"FR"	"SP"	"S"	"BeK-V, IK-NR, KVF-NR, WBK-NR"	2011-12-05		"F"	1978-09-09	4109	3009	"fr"	"fr"	1097	"Krebsliga"		2019-12-05		641	"Lenz"	"Franziska"					"Leiterin Politik & Public Affairs Krebsliga Schweiz"	"Responsable politique & Public Affairs Ligue suisse contre le cancer"	6		"F"	"de"	"https://www.krebsliga.ch"	"franziska_lenz"	"https://www.linkedin.com/in/franziska-lenz-359776b5"		"lenz.franziska"
"Piller Carrard, Valérie"	168	"NR"	"FR"	"SP"	"S"	"BeK-V, IK-NR, KVF-NR, WBK-NR"	2011-12-05		"F"	1978-09-09	4109	3009	"fr"	"fr"	1156	"Croix-Rouge Suisse"		2020-02-09		865	"Cornut"	"David"			"Schweizerisches Rotes Kreuz"	"Croix-Rouge Suisse"	"Public Affairs Spezialist beim Schweizerischen Roten Kreuz"	"Spécialiste des affaires publiques Croix Rouge Suisse"	25		"M"	"de"	"https://www.redcross.ch/de"	"DavidCornut"	"https://www.linkedin.com/in/davidcornut/"		
"Pointet, François"	409	"NR"	"VD"	"GLP"	"GL"	"SiK-NR"	2019-12-02		"M"	1969-06-25	4279	3171	"fr"	"fr"	1157	"Société vaudoise pour la protection des animaux"		2020-02-09		866	"Zwygart"	"Alain"			"Société vaudoise pour la protection des animaux"		"Geschäftsführer des Waadtländer Tierschutzbundes"	"Administrateur à la Société vaudoise de protection des animaux"	55		"M"	"fr"	"https://www.svpa.ch/"				
"Pointet, François"	409	"NR"	"VD"	"GLP"	"GL"	"SiK-NR"	2019-12-02		"M"	1969-06-25	4279	3171	"fr"	"fr"	1158	"Collaborateur(rice) personnel(le)"		2020-02-09		867	"Bettex"	"Laetitia"			"Collaborateur(rice) personnel(le)"		"Verkehrsingenieurin"	"Ingénieure transports"	33	2	"F"	"fr"	"http://www.vd.vertliberaux.ch/elections/candidats/detail~8f868199-d42a-4d77-908a-ef9fa6bd5fc0~Laetitia-Bettex~"	"laetitiabettex"	"https://www.linkedin.com/in/laetitia-bettex-50952043/"		"laetitia.bettex"
"Porchet, Léonore"	410	"NR"	"VD"	"Grüne"	"G"	"GK-V, SGK-NR, SiK-NR"	2019-12-02		"F"	1989-07-09	4280	3172	"fr"	"fr"	1114	"umverkehR / actif-trafiC"		2019-12-11		842	"Hobi"	"Silas"			"umverkehR / actif-trafiC"		"Geschäftsleiter umverkehR"	"Directeur umverkehR"	43		"M"	"de"	"https://www.umverkehr.ch/team"				"silas.hobi"
"Porchet, Léonore"	410	"NR"	"VD"	"Grüne"	"G"	"GK-V, SGK-NR, SiK-NR"	2019-12-02		"F"	1989-07-09	4280	3172	"fr"	"fr"	1115	"Collaborateur(rice) personnel(le)"		2019-12-11		843	"Gafner"	"Oleg"			"Collaborateur personnel"		"Co-Präsident Junge Grüne Schweiz"	"Coprésident Jeunes Vertes Suisse"	20	4	"M"	"fr"		"GafnerOleg"			"gafneroleg"
"Portmann, Hans-Peter"	248	"NR"	"ZH"	"FDP"	"RL"	"APK-NR, EFTA/EU"	2014-05-07		"M"	1963-02-22	4141	3043	"de"	"de"	419	"KPMG"				428	"Hammer"	"Andreas"					"Leiter Marketing und Kommunikation bei KMPG"	"Directeur Marketing et Communication KPMG"	58	1	"M"	"de"	"https://home.kpmg/ch/de/home/contacts/h/andreas-hammer.html"		"https://www.linkedin.com/in/andreas-hammer-5a1abb141/"		"andreas.hammer.904"
"Portmann, Hans-Peter"	248	"NR"	"ZH"	"FDP"	"RL"	"APK-NR, EFTA/EU"	2014-05-07		"M"	1963-02-22	4141	3043	"de"	"de"	854	"Schweizerische Bankiervereinigung"		2017-12-01		669	"Lipp"	"Silvan"					"Leiter Communications & Public Affairs, Schweizerische Bankiervereinigung"	"Responsable Communication & Public Affairs, Association suisse des banquiers"	16	1	"M"	"de"			"https://www.linkedin.com/in/silvan-lipp-24688362/"	"Silvan_Lipp"	
"Prelicz-Huber, Katharina"	411	"NR"	"ZH"	"Grüne"	"G"	"GPK-NR, SGK-NR"	2008-09-15		"F"	1959-10-12	3999	2732	"de"	"de"	1205	"Schweizerischer Gewerkschaftsbund"		2020-03-06		488	"Bühlmann"	"Regula"			"Dossiers: Gleichstellungs- und Familienpolitik, Mutterschaftsversicherung, ad interim: Grundbildung, Berufsbildung, Weiterbildungsfragen und Hochschulpolitik, Jugendpolitik"	"Dossiers : égalité des sexes, politique de la famille, assurance-maternité, ad interim : formation de base, formation professionnelle supérieure, formation continue et politique des hautes écoles, politique de la jeunesse"	"Zentralsekretärin SGB"	"Secrétaire centrale USS"	53	4	"F"	"de"	"http://www.sgb.ch"	"regulabuehlmann"	"https://www.linkedin.com/in/regula-bühlmann-367a3084/"		"regula.buhlmann.7"
"Prelicz-Huber, Katharina"	411	"NR"	"ZH"	"Grüne"	"G"	"GPK-NR, SGK-NR"	2008-09-15		"F"	1959-10-12	3999	2732	"de"	"de"	1221	"SAJV"		2020-05-10		904	"Aebischer"	"Nadine"			"SAJV"		"Bereichsleiterin Politik"		102	3	"F"	"de"			"https://www.linkedin.com/in/nadine-aebischer-927148112/"		
"Prezioso Batou, Stefania"	412	"NR"	"GE"	"EàG"	"G"	"WBK-NR"	2019-12-02		"F"	1969-01-25	4301	3161	"fr"	"fr"	1193	"Suisseculture"		2020-02-28		880	"Meszmer"	"Alexander"			"Suisseculture"		"Geschäftsleiter Suisseculture"	"Directeur Suisseculture"	63		"M"	"de"	"https://www.suisseculture.ch/index.php?id=131"	"zeitgarten_ch"	"https://www.linkedin.com/in/alex-meszmer-93b75810b/?originalSubdomain=ch"		"alex.meszmer"
"Prezioso Batou, Stefania"	412	"NR"	"GE"	"EàG"	"G"	"WBK-NR"	2019-12-02		"F"	1969-01-25	4301	3161	"fr"	"fr"	1219	"Collaborateur(rice) personnel(le)"		2020-05-03		902	"Repond"	"Julien"			"Collaborateur(rice) personnel(le)"		"Politischer Sekretär der Partei Ensemble à Gauche (EAG) im Grossen Rat von Genf"	"Secrétaire politique du parti Ensemble à Gauche (EAG) au Grand Conseil du canton de Genève"	20	20	"M"	"fr"	"https://eag-ge.ch"		"https://www.linkedin.com/in/julien-repond-02ba3311b/?originalSubdomain=ch"		"julien.respondet"
"Pult, Jon"	378	"NR"	"GR"	"SP"	"S"	"IK-NR, KVF-NR"	2019-10-20		"M"	1984-10-12	4281	3173	"it"	"de"	1057	"Alpen-Initiative"		2019-12-03		714	"Gassmann"	"Fabio"			"Alpeninitiative"		"Selbständiger Berater"		18		"M"	"de"			"https://www.linkedin.com/in/fabio-gassmann-0596236b/?originalSubdomain=ch"		
"Python, Valentine"	413	"NR"	"VD"	"Grüne"	"G"	"WBK-NR"	2019-12-02		"F"	1975-06-18	4307	3203	"fr"	"fr"	1159	"Pronatura"		2020-02-09		868	"Kobel"	"Simona"			"Pronatura"		"Projektleiterin Biodiversitätspolitik Pro Natura"		54		"F"	"de"			"https://www.linkedin.com/in/simona-kobel-a304414b/"		
"Quadri, Lorenzo"	170	"NR"	"TI"	"Lega"	"V"	"Del I-V, KVF-NR, RedK-V"	2011-05-30		"M"	1974-11-05	4046	2752	"it"	"de"	1189	"Swiss Communication Agency Sagl"		2020-02-21		167	"Bernini Burkhard"	"Maria Luisa"			"Swiss Communication Agency"		"Public Affairs"		18		"F"	"it"		"bernini_sca"	"https://www.linkedin.com/in/maria-luisa-bernini-burkhard-87b77714"		"marialuisa.burkhard"
"Quadri, Lorenzo"	170	"NR"	"TI"	"Lega"	"V"	"Del I-V, KVF-NR, RedK-V"	2011-05-30		"M"	1974-11-05	4046	2752	"it"	"de"	1098	"UPC"		2019-12-05		489	"Aschwanden"	"Jürg"					"Direktor Government Affairs UPC"	"Directeur Government Affairs UPC"	47		"M"	"de"	"http://www.cablecom.ch"	"Aschw707"		"Juerg_Aschwanden/cv"	
"Rechsteiner, Paul"	36	"SR"	"SG"	"SP"	"S"	"Del A-V, Del FL-V, KVF-SR, SGK-SR, WAK-SR"	1986-06-02		"M"	1952-08-26	172	2143	"de"	"de"	1106	"Unia"		2019-12-05		552	"Alleva"	"Vania"					"Präsidentin der Unia"	"Présidente Unia"	53		"F"	"de"	"https://de.wikipedia.org/wiki/Vania_Alleva"	"uniaschweiz"			
"Rechsteiner, Paul"	36	"SR"	"SG"	"SP"	"S"	"Del A-V, Del FL-V, KVF-SR, SGK-SR, WAK-SR"	1986-06-02		"M"	1952-08-26	172	2143	"de"	"de"	1111	"Schweizerischer Gewerkschaftsbund"		2019-12-09		840	"Hodel"	"Urban"			"Schweizerischer Gewerkschaftsbund"		"Co-Leiter Kommunikation Schweizerischer Gewerkschaftsbund"	"Co-chef de la communication Union syndicale suisse"	53		"M"	"de"			"https://www.linkedin.com/in/urban-hodel-2bb393132/?originalSubdomain=ch"		
"Rechsteiner, Thomas"	414	"NR"	"AI"	"M"	"M-E"	"Del FL-V, SiK-NR"	2019-12-02		"M"	1971-11-14	4282	3174	"de"	"de"	1301	"Persönlicher Mitarbeiter"		2021-10-03		121	"Horber"	"Rudolf"			"Persönlicher Mitarbeiter"	"Collaborateur personnel"	"Pensioniert, ehemaliger Chefökonom und Ressortleiter Schweizerischer Gewerbeverband; Polit- und Wirtschaftsberater, Buchautor"	"Retraité, ancien chef économiste et responsable du dossier Union suisse des arts et métiers"	59		"M"	"de"					
"Rechsteiner, Thomas"	414	"NR"	"AI"	"M"	"M-E"	"Del FL-V, SiK-NR"	2019-12-02		"M"	1971-11-14	4282	3174	"de"	"de"	1058	"Gast"		2019-12-03		817	"Rechsteiner"	"Eveline"			"Gast"		"Immobilienmaklerin"	"Agente immobilière"	19		"F"	"de"			"https://www.linkedin.com/in/eveline-rechsteiner-wick-18965192/?originalSubdomain=ch"	"Eveline_Rechsteiner2"	
"Regazzi, Fabio"	171	"NR"	"TI"	"M"	"M-E"	"WAK-NR"	2011-12-05		"M"	1962-06-22	4072	2776	"it"	"de"	194	"furrerhugi.ag Svizzera Italiana"				201	"Geninazzi"	"Angelo"			"Persönlicher Mitarbeiter"	"Collaboratore personale"	"Partner bei furrerhugi.ag / Gemeindepräsident Melide"		18		"M"	"it"			"https://www.linkedin.com/in/angelo-geninazzi-a6317556"		
"Regazzi, Fabio"	171	"NR"	"TI"	"M"	"M-E"	"WAK-NR"	2011-12-05		"M"	1962-06-22	4072	2776	"it"	"de"	348	"Persönliche Mitarbeiterin"				356	"Trisconi"	"Michela"			"Persönliche Mitarbeiterin"		"Historikerin"		13	22	"F"	"it"		"MichelaTrisconi"	"https://www.linkedin.com/in/michela-trisconi/?originalSubdomain=ch"		"michela.trisconi"
"Reichmuth, Othmar"	423	"SR"	"SZ"	"M"	"M-E"	"GPK-SR, UREK-SR"	2019-12-04		"M"	1964-01-24	4316	3212	"de"	"de"	1306	"Schweizerisches Konsumentenforum"		2021-11-01		175	"Sigg Frank"	"Babette"			"Schweizerisches Konsumentenforum"		"Politikerin"	"Politicienne"	20	22	"F"	"de"		"BabetteSigg"	"https://www.linkedin.com/in/babette-frank-sigg-597324aa/"		
"Reichmuth, Othmar"	423	"SR"	"SZ"	"M"	"M-E"	"GPK-SR, UREK-SR"	2019-12-04		"M"	1964-01-24	4316	3212	"de"	"de"	1214	"Dynamic Group AG"		2020-04-04																			
"Reimann, Lukas"	172	"NR"	"SG"	"SVP"	"V"	"Del A-V, RK-NR"	2007-12-03		"M"	1982-09-18	3901	2704	"de"	"de"	1293	"AUNS Aktion für eine unabhängige und neutrale Schweiz"		2021-09-24		682	"Gartenmann"	"Werner"					"Geschäftsführer AUNS"	"Directeur ASIN"	76	5	"M"	"de"		"wg3800ch"			"profile.php?id=100009477283407"
"Reimann, Lukas"	172	"NR"	"SG"	"SVP"	"V"	"Del A-V, RK-NR"	2007-12-03		"M"	1982-09-18	3901	2704	"de"	"de"	961	"Persönliche/r Mitarbeiter/in"		2019-10-18		738	"Fischer"	"Roman"	"Jürg"		"Persönliche/r Mitarbeiter/in"		"Student Zahnmedizin"		41		"M"	"de"					"RomanF95/about?lst=100027845703227%3A1651883182%3A1581239103"
"Rieder, Beat"	319	"SR"	"VS"	"M"	"M-E"	"APK-SR, FK-SR, GK-V, RK-SR, UREK-SR"	2015-11-30		"M"	1963-02-12	4204	3105	"de"	"de"	702	"Schweizerischer Anwaltsverband / Fédération Suisse des Avocats"	"Fédération Suisse des Avocats"	2016-03-01		251	"Rall"	"René"			"Schweizerischer Anwaltsverband"		"Generalsekretär Schweizerischer Anwaltsverband"	"Secrétaire général Fédération Suisse des Avocats"	58		"M"	"de"	"https://www.sav-fsa.ch/de/portrait/geschaeftsstelle.html"				
"Riniker, Maja"	415	"NR"	"AG"	"FDP"	"RL"	"RedK-V, SiK-NR"	2019-12-02		"F"	1978-05-23	4313	3209	"de"	"de"	1245	"Persönliche/r Mitarbeiter/in"		2020-10-30		907	"Schenker"	"David"	"Michael"		"Persönliche/r Mitarbeiter/in"		"Persönlicher Mitarbeiter, Sichtstudent Media Monitoring, Sekretär Schweizerischer Zivilschutzverband"		20	1	"M"	"de"		"David_MSchenker"	"https://www.linkedin.com/in/dschenker/"		
"Ritter, Markus"	178	"NR"	"SG"	"M"	"M-E"	"WAK-NR"	2011-12-05		"M"	1967-04-19	4052	2754	"de"	"de"	613	"Schweizer Bauernverband"		2015-12-18		142	"Rufer"	"Martin"			"Schweizerischer Bauernverband"		"Direktor Schweizer Bauernverband"	"Directeur Union Suisse des Paysans"	85	1	"M"	"de"	"https://www.martin-rufer.ch/"		"https://www.linkedin.com/in/rufer-martin-72a8a1a0/"		"Martin Rufer"
"Ritter, Markus"	178	"NR"	"SG"	"M"	"M-E"	"WAK-NR"	2011-12-05		"M"	1967-04-19	4052	2754	"de"	"de"	908	"Schweizer Bauernverband"		2018-10-05		387	"Schneider"	"Urs"			"Persönlicher Mitarbeiter"	"Collaborateur personnel"	"Stv. Direktor Schweizer Bauernverband"	"Directeur adjoint Union Suisse des Paysans"	85	5	"M"	"de"					
"Roduit, Benjamin"	331	"NR"	"VS"	"M"	"M-E"	"Bü-NR, Del F-V, RedK-V, SGK-NR"	2018-02-26		"M"	1962-11-22	4220	3121	"fr"	"fr"	1099	"Association des entreprises électriques suisses AES"		2019-12-05		593	"Martin"	"Dominique"					"Bereichsleiter Public Affairs VSE"	"Responsable Affaires publiques AES"	29		"M"	"de"	"http://www.strom.ch"	"DomiMartin3095"	"https://www.linkedin.com/in/dominiqueymartin/"	"Dominique_Martin3"	"dominique.martin.14606"
"Roduit, Benjamin"	331	"NR"	"VS"	"M"	"M-E"	"Bü-NR, Del F-V, RedK-V, SGK-NR"	2018-02-26		"M"	1962-11-22	4220	3121	"fr"	"fr"	1254	"Seilbahnen Schweiz"		2020-12-19		931	"Stoffel"	"Berno"			"Seilbahnen Schweiz"		"Direktor Seilbahnen Schweiz"	"Directeur Remontées Mécaniques Suisse"	33		"M"	"de"					
"Romano, Marco"	179	"NR"	"TI"	"M"	"M-E"	"Del I-V, KVF-NR, RedK-V, SPK-NR"	2011-12-05		"M"	1982-11-06	4120	3025	"it"	"de"	1128	"Travail.Suisse"		2019-12-16		533	"Borioli Sandoz"	"Valérie"					"Leiterin Gleichstellungspolitik Travail.Suisse"		53		"F"	"de"		"BorioliSandozV"	"https://www.linkedin.com/in/val%C3%A9rie-borioli-sandoz-38ba542a"		"valerie.boriolisandoz.96"
"Romano, Marco"	179	"NR"	"TI"	"M"	"M-E"	"Del I-V, KVF-NR, RedK-V, SPK-NR"	2011-12-05		"M"	1982-11-06	4120	3025	"it"	"de"	1161	"Generalsekretärin KS/CS Kommunikation Schweiz"		2020-02-09		870	"Keller"	"Sarah-Lee"			"Generalsekretärin KS/CS Kommunikation Schweiz"		"Generalsekretärin Kommunikation Schweiz"		125		"F"	"de"			"https://www.linkedin.com/in/sarahkeller1577/?originalSubdomain=ch"		
"Rösti, Albert"	180	"NR"	"BE"	"SVP"	"V"	"Del D-V, IK-NR, SGK-NR, UREK-NR"	2011-12-05		"M"	1967-08-07	4100	3010	"de"	"de"	730	"Berner Bauernverband"		2016-04-18		448	"Rüegsegger"	"Hans Jörg"			"Berner Bauernverband, Lobag"		"Landwirt, Agro-Techniker HF"		85		"M"	"de"	"http://www.hjruegsegger.ch/"				
"Roth Pasquier, Marie-France"	417	"NR"	"FR"	"M"	"M-E"	"WBK-NR"	2019-12-02		"F"	1968-04-25	4284	3176	"fr"	"fr"	1162	"Collaborateur(rice) personnel(le)"		2020-02-09		542	"Corpataux"	"Magali"					"Secrétaire politique / politische Sekretärin"				"F"	"fr"			"https://ch.linkedin.com/in/magali-corpataux-60211a6a"		
"Roth, Franziska"	416	"NR"	"SO"	"SP"	"S"	"BeK-V, SiK-NR"	2019-12-02		"F"	1966-04-17	4283	3175	"de"	"de"	1063	"Persönliche/r Mitarbeiter/in"		2019-12-03		821	"Lehmann"	"Patrizia"			"Persönliche/r Mitarbeiter/in"		"Geschäftsführerin tripunkt GmbH"		18		"F"	"de"	"https://www.tripunkt.ch/"		"https://www.linkedin.com/in/patrizia-lehmann-a2417189/?originalSubdomain=ch"	"Patrizia_Lehmann"	"patrizia.lehmann.161"
"Roth, Franziska"	416	"NR"	"SO"	"SP"	"S"	"BeK-V, SiK-NR"	2019-12-02		"F"	1966-04-17	4283	3175	"de"	"de"	1283	"Persönliche/r Mitarbeiter/in"		2021-06-12		956	"Wepfer"	"Niklaus"			"Persönliche/r Mitarbeiter/in"	"Collaborateur(rice) personnel(le)"	"Landwirt EFZ, Persönlicher Mitarbeiter Franziska Roth und Eva Herzog"	"Agronom, Collaborateur personnel Franziska Roth et Eva Herzog"	12	3	"M"	"de"			"https://www.linkedin.com/in/niklaus-wepfer-918331164/"		"niklaus.wepfer"
"Rüegger, Monika"	379	"NR"	"OW"	"SVP"	"V"	"UREK-NR"	2019-10-20		"F"	1968-03-25	4285	3177	"de"	"de"																							
"Rutz, Gregor"	182	"NR"	"ZH"	"SVP"	"V"	"KVF-NR, SPK-NR"	2012-11-26		"M"	1972-10-12	4125	3030	"de"	"de"																							
"Ryser, Franziska"	346	"NR"	"SG"	"Grüne"	"G"	"WAK-NR"	2019-12-01		"F"	1991-10-22	4286	3178	"de"	"de"	1163	"politimpuls GmbH, Bern"		2020-02-09		95	"Wirz"	"Felix"	"Michael"		"Geschäftsführer politimpuls GmbH"		"Geschäftsführer politimpuls GmbH"		18		"M"	"de"		"felixwirz_ch"	"https://www.linkedin.com/in/felixwirz"	"Felix_Wirz2"	"felix.wirz"
"Ryser, Franziska"	346	"NR"	"SG"	"Grüne"	"G"	"WAK-NR"	2019-12-01		"F"	1991-10-22	4286	3178	"de"	"de"	1129	"Suisseculture Sociale"		2019-12-16		848	"Hasler"	"Etrit"			"Suisseculture Sociale"		"Autor"		140	3	"M"						"etrithasler"
"Rytz, Regula"	183	"NR"	"BE"	"Grüne"	"G"	"Del A-V, WAK-NR"	2011-12-05		"F"	1962-03-02	4095	3000	"de"	"de"	207	"Stiftung Landschaftsschutz SL-FP"				214	"Rodewald"	"Raimund"			"Stiftung Landschaftsschutz Schweiz"		"Geschäftsleitung Stiftung Landschaftsschutz Schweiz: politische Arbeit, Öffentlichkeitsarbeit, Projekte und Aktionen (100%)"		54		"M"	"de"					
"Rytz, Regula"	183	"NR"	"BE"	"Grüne"	"G"	"Del A-V, WAK-NR"	2011-12-05		"F"	1962-03-02	4095	3000	"de"	"de"	1284	"Schweizerischer Gewerkschaftsbund SGB"		2021-06-12		957	"Cornu"	"Nicole"			"Schweizerischer Gewerkschaftsbund SGB"	"Union syndicale suisse USS"	"Zentralsekretärin Bildungspolitik und Jugend"	"Secrétaire centrale, politique de la formation et politique de la jeunesse"	53	3	"F"	"de"		"nicolecornu"	"https://www.linkedin.com/in/nicolecornu/"	"Nicole_Cornu/cv"	"cornunicole"
"Salzmann, Werner"	301	"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"	620	"Persönlicher Mitarbeiter"		2015-12-18		155	"Panayides"	"Aliki"					"Geschäftsführerin SVP Bern, Gemeinderat Ostermundingen"	"Secrétaire générale UDC Berne"	20	5	"F"	"de"	"http://www.pro-aliki.ch/"	"alikisvp"	"https://www.linkedin.com/in/aliki-panayides-80567633"		"aliki.panayides"
"Salzmann, Werner"	301	"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"	1022	"Gast"		2019-12-02		797	"Salzmann"	"Rosmarie"			"Gast"		"Lehrerin"	"Enseignante"	41	5	"F"	"de"					"romy.salzmann.9"
"Sauter, Regine"	302	"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"	1116	"Swissmem"		2019-12-11		844	"Brupbacher"	"Stefan"			"Swissmem"		"Direktor Swissmem"			1	"M"	"de"	"https://stefan-brupbacher.ch"	"StefanBrupbach1"	"https://www.linkedin.com/in/stefan-brupbacher-049326183/?originalSubdomain=ch"		"stefanbrupbacher2019"
"Schaffner, Barbara"	418	"NR"	"ZH"	"GLP"	"GL"	"KVF-NR"	2019-12-02		"F"	1968-07-28	4287	3179	"de"	"de"	1271	"Persönliche/r Mitarbeiter/in"		2021-04-02		946	"Vetterli"	"Marc"			"Persönliche/r Mitarbeiter/in"		"Planer Mobilitätsstrategien"		94	2	"M"	"de"			"https://www.linkedin.com/in/marcvetterli/"		
"Schaffner, Barbara"	418	"NR"	"ZH"	"GLP"	"GL"	"KVF-NR"	2019-12-02		"F"	1968-07-28	4287	3179	"de"	"de"	1291	"Biomasse Suisse"		2021-09-03		962	"Gisler"	"Simon"			"Biomasse Suisse"		"Agronom"	"agronome"	85		"M"	"de"			"https://www.linkedin.com/in/simon-gisler-88a5b9bb/"		
"Schilliger, Peter"	185	"NR"	"LU"	"FDP"	"RL"	"FK-NR"	2012-09-10		"M"	1959-06-01	4124	3029	"de"	"de"	1303	"TCS Touring Club Schweiz"		2021-10-22		653	"Leprat"	"Sébastien"			"TCS Touring Club Schweiz"	"TCS Touring Club Suisse"	"Leiter Abteilung Öffentlichkeit und Wirtschaft beim Touring Club Schweiz"	"Responsable des affaires publiques et économiques chez Touring Club Suisse"	26		"M"	"fr"		"sebleprat"	"https://www.linkedin.com/in/sébastien-leprat-6a222374/"		"sebastien.leprat"
"Schilliger, Peter"	185	"NR"	"LU"	"FDP"	"RL"	"FK-NR"	2012-09-10		"M"	1959-06-01	4124	3029	"de"	"de"	1246	"suissetec - Gebäudetechnikverband CH"		2020-10-30		925	"Hofstetter"	"Urs"	"Andreas"		"suissetec - Gebäudetechnikverband CH"		"Leiter Mandate und Politik"		59		"M"	"de"					
"Schläpfer, Therese"	344	"NR"	"ZH"	"SVP"	"V"	"SGK-NR"	2019-06-03		"F"	1959-04-14	4234	3135	"de"	"de"	939	"Gast"		2019-06-07		725	"Schläpfer"	"Bruno"			"Gast"		"Dipl. Masch. Ing. und Unternehmer"		18		"M"	"de"			"https://www.linkedin.com/in/bruno-schl%C3%A4pfer-35885910/?originalSubdomain=ch"		
"Schlatter, Marionna"	349	"NR"	"ZH"	"Grüne"	"G"	"KVF-NR, SiK-NR"	2019-12-01		"F"	1980-11-14	4288	3180	"de"	"de"	1164	"Schweizerischer Zivildienstverband CIVIVA"		2020-02-09		871	"Goepfert"	"Nicola"			"Schweizerischer Zivildienstverband CIVIVA"		"Geschäftsführer CIVIVA"		12	15	"M"	"de"		"n_goepfert"	"https://www.linkedin.com/in/nicola-goepfert-13a336187/?originalSubdomain=ch"		"nicola.goepfert"
